externalId,name,symbol,longName,quantity,multiplier,offset,source,sourceReference
sound_intensity:psi-l-per-sec,PSI-L-PER-SEC,psi⋅L³/s,Psi Litre Per Second,Sound Intensity,6.894757,None,qudt.org,http://qudt.org/vocab/unit/PSI-L-PER-SEC
sound_intensity:w-per-centim2,W-PER-CentiM2,W/cm²,Watt per Square Centimetre,Sound Intensity,10000,None,qudt.org,http://qudt.org/vocab/unit/W-PER-CentiM2
sound_intensity:w-per-ft2,W-PER-FT2,W/ft²,Watt per Square Foot,Sound Intensity,10.7639104,None,qudt.org,http://qudt.org/vocab/unit/W-PER-FT2
sound_intensity:w-per-in2,W-PER-IN2,W/in²,Watt per Square Inch,Sound Intensity,1550.0031,None,qudt.org,http://qudt.org/vocab/unit/W-PER-IN2
sound_intensity:w-per-m2,W-PER-M2,W/m²,watt per square metre,Sound Intensity,1,None,qudt.org,http://qudt.org/vocab/unit/W-PER-M2
sound_particle_acceleration:centim-per-sec2,CentiM-PER-SEC2,cm/s²,Centimetre per Square Second,Sound Particle Acceleration,0.01,None,qudt.org,http://qudt.org/vocab/unit/CentiM-PER-SEC2
sound_particle_acceleration:ft-per-sec2,FT-PER-SEC2,ft/s²,Foot per Square Second,Sound Particle Acceleration,0.3048,None,qudt.org,http://qudt.org/vocab/unit/FT-PER-SEC2
sound_particle_acceleration:galileo,GALILEO,Gal,Galileo,Sound Particle Acceleration,0.01,None,qudt.org,http://qudt.org/vocab/unit/GALILEO
sound_particle_acceleration:g,G,G,Gravity,Sound Particle Acceleration,9.80665,None,qudt.org,http://qudt.org/vocab/unit/G
sound_particle_acceleration:in-per-sec2,IN-PER-SEC2,in/s²,Inch per Square second,Sound Particle Acceleration,0.0254,None,qudt.org,http://qudt.org/vocab/unit/IN-PER-SEC2
sound_particle_acceleration:kilopa-m2-per-gm,KiloPA-M2-PER-GM,kPa⋅m²/g,Kilopascal Square Metre per Gram,Sound Particle Acceleration,1000000,None,qudt.org,http://qudt.org/vocab/unit/KiloPA-M2-PER-GM
sound_particle_acceleration:kn-per-sec,KN-PER-SEC,kn/s,Knot per Second,Sound Particle Acceleration,0.5144444444,None,qudt.org,http://qudt.org/vocab/unit/KN-PER-SEC
sound_particle_acceleration:m-per-sec2,M-PER-SEC2,m/s²,Metre per Square Second,Sound Particle Acceleration,1,None,qudt.org,http://qudt.org/vocab/unit/M-PER-SEC2
sound_particle_acceleration:microg,MicroG,µG,Microgravity,Sound Particle Acceleration,9.81E-06,None,qudt.org,http://qudt.org/vocab/unit/MicroG
sound_particle_acceleration:milligal,MilliGAL,mgal,Milligal,Sound Particle Acceleration,1.00E-05,None,qudt.org,http://qudt.org/vocab/unit/MilliGAL
sound_particle_acceleration:millig,MilliG,mG,Milligravity,Sound Particle Acceleration,0.00980665,None,qudt.org,http://qudt.org/vocab/unit/MilliG
sound_power_level:decib,DeciB,dB,Decibel,Sound Power Level,None,None,qudt.org,http://qudt.org/vocab/unit/DeciB
sound_power_level:decib_m,DeciB_M,dBmW,Decibel Referred to 1mw,Sound Power Level,None,None,qudt.org,http://qudt.org/vocab/unit/DeciB_M
sound_power_level:b,B,B,bel,Sound Power Level,None,None,qudt.org,http://qudt.org/vocab/unit/B
sound_pressure:bar,BAR,bar,Bar,Sound Pressure,100000,None,qudt.org,http://qudt.org/vocab/unit/BAR
sound_pressure:barad,BARAD,Ba,Barad,Sound Pressure,0.1,None,qudt.org,http://qudt.org/vocab/unit/BARAD
sound_pressure:barye,BARYE,Ba,Barye,Sound Pressure,0.1,None,qudt.org,http://qudt.org/vocab/unit/BARYE
sound_pressure:centibar,CentiBAR,cbar,Centibar,Sound Pressure,1000,None,qudt.org,http://qudt.org/vocab/unit/CentiBAR
sound_pressure:centim_hg,CentiM_HG,cmHg,Centimetre Of Mercury,Sound Pressure,1333.224,None,qudt.org,http://qudt.org/vocab/unit/CentiM_HG
sound_pressure:centim_h2o,CentiM_H2O,cmH₂0,Conventional Centimetre Of Water,Sound Pressure,98.0665,None,qudt.org,http://qudt.org/vocab/unit/CentiM_H2O
sound_pressure:millim_h2o,MilliM_H2O,mmH₂0,Conventional Millimetre Of Water,Sound Pressure,9.80665,None,qudt.org,http://qudt.org/vocab/unit/MilliM_H2O
sound_pressure:decapa,DecaPA,daPa,Decapascal,Sound Pressure,10,None,qudt.org,http://qudt.org/vocab/unit/DecaPA
sound_pressure:decibar,DeciBAR,dbar,Decibar,Sound Pressure,10000,None,qudt.org,http://qudt.org/vocab/unit/DeciBAR
sound_pressure:dyn-per-centim2,DYN-PER-CentiM2,dyn/cm²,Dyne per Square Centimetre,Sound Pressure,0.1,None,qudt.org,http://qudt.org/vocab/unit/DYN-PER-CentiM2
sound_pressure:ft_hg,FT_HG,ftHg,Foot Of Mercury,Sound Pressure,40636.66,None,qudt.org,http://qudt.org/vocab/unit/FT_HG
sound_pressure:ft_h2o,FT_H2O,ftH₂0,Foot of Water,Sound Pressure,2989.067,None,qudt.org,http://qudt.org/vocab/unit/FT_H2O
sound_pressure:gigapa,GigaPA,GPa,Gigapascal,Sound Pressure,1000000000,None,qudt.org,http://qudt.org/vocab/unit/GigaPA
sound_pressure:gm_f-per-centim2,GM_F-PER-CentiM2,gf/cm²,Gram Force Per Square Centimetre,Sound Pressure,98.0665,None,qudt.org,http://qudt.org/vocab/unit/GM_F-PER-CentiM2
sound_pressure:hectobar,HectoBAR,hbar,Hectobar,Sound Pressure,10000000,None,qudt.org,http://qudt.org/vocab/unit/HectoBAR
sound_pressure:hectopa,HectoPA,hPa,Hectopascal,Sound Pressure,100,None,qudt.org,http://qudt.org/vocab/unit/HectoPA
sound_pressure:in_hg,IN_HG,inHg,Inch of Mercury,Sound Pressure,3386.389,None,qudt.org,http://qudt.org/vocab/unit/IN_HG
sound_pressure:in_h2o,IN_H2O,inH₂0,Inch of Water,Sound Pressure,249.080024,None,qudt.org,http://qudt.org/vocab/unit/IN_H2O
sound_pressure:kilobar,KiloBAR,kbar,Kilobar,Sound Pressure,100000000,None,qudt.org,http://qudt.org/vocab/unit/KiloBAR
sound_pressure:kilogm_f-per-m2,KiloGM_F-PER-M2,kgf/m²,Kilogram Force Per Square Metre,Sound Pressure,9.80665,None,qudt.org,http://qudt.org/vocab/unit/KiloGM_F-PER-M2
sound_pressure:kilogm_f-per-millim2,KiloGM_F-PER-MilliM2,kgf/mm²,Kilogram Force Per Square Millimetre,Sound Pressure,9806650,None,qudt.org,http://qudt.org/vocab/unit/KiloGM_F-PER-MilliM2
sound_pressure:kilogm_f-per-centim2,KiloGM_F-PER-CentiM2,kgf/cm²,Kilogram Force per Square Centimetre,Sound Pressure,98066.5,None,qudt.org,http://qudt.org/vocab/unit/KiloGM_F-PER-CentiM2
sound_pressure:kilogm-per-m-sec2,KiloGM-PER-M-SEC2,kg/(m⋅s²),Kilograms per metre per square second,Sound Pressure,1,None,qudt.org,http://qudt.org/vocab/unit/KiloGM-PER-M-SEC2
sound_pressure:kilopa,KiloPA,kPa,Kilopascal,Sound Pressure,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloPA
sound_pressure:kilopa_a,KiloPA_A,KPaA,Kilopascal Absolute,Sound Pressure,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloPA_A
sound_pressure:kilolb_f-per-in2,KiloLB_F-PER-IN2,kpsi,Kilopound Force Per Square Inch,Sound Pressure,6894757.89,None,qudt.org,http://qudt.org/vocab/unit/KiloLB_F-PER-IN2
sound_pressure:kip_f-per-in2,KIP_F-PER-IN2,kip/in²,Kip per Square Inch,Sound Pressure,6894757.89,None,qudt.org,http://qudt.org/vocab/unit/KIP_F-PER-IN2
sound_pressure:megabar,MegaBAR,Mbar,Megabar,Sound Pressure,100000000000,None,qudt.org,http://qudt.org/vocab/unit/MegaBAR
sound_pressure:megapa,MegaPA,MPa,Megapascal,Sound Pressure,1000000,None,qudt.org,http://qudt.org/vocab/unit/MegaPA
sound_pressure:microtorr,MicroTORR,µTorr,MicroTorr,Sound Pressure,0.000133322,None,qudt.org,http://qudt.org/vocab/unit/MicroTORR
sound_pressure:microatm,MicroATM,µatm,Microatmospheres,Sound Pressure,0.101325,None,qudt.org,http://qudt.org/vocab/unit/MicroATM
sound_pressure:microbar,MicroBAR,Î¼bar,Microbar,Sound Pressure,0.1,None,qudt.org,http://qudt.org/vocab/unit/MicroBAR
sound_pressure:micropa,MicroPA,Î¼Pa,Micropascal,Sound Pressure,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MicroPA
sound_pressure:millitorr,MilliTORR,mTorr,MilliTorr,Sound Pressure,0.133322,None,qudt.org,http://qudt.org/vocab/unit/MilliTORR
sound_pressure:millibar,MilliBAR,mbar,Millibar,Sound Pressure,100,None,qudt.org,http://qudt.org/vocab/unit/MilliBAR
sound_pressure:millim_hg,MilliM_HG,mmHg,Millimetre of Mercury,Sound Pressure,133.3223874,None,qudt.org,http://qudt.org/vocab/unit/MilliM_HG
sound_pressure:millim_hga,MilliM_HGA,mmHgA,Millimetre of Mercury - Absolute,Sound Pressure,None,None,qudt.org,http://qudt.org/vocab/unit/MilliM_HGA
sound_pressure:millipa,MilliPA,mPa,Millipascal,Sound Pressure,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliPA
sound_pressure:n-per-centim2,N-PER-CentiM2,N/cm²,Newton Per Square Centimetre,Sound Pressure,10000,None,qudt.org,http://qudt.org/vocab/unit/N-PER-CentiM2
sound_pressure:n-per-millim2,N-PER-MilliM2,N/mm²,Newton Per Square Millimetre,Sound Pressure,1000000,None,qudt.org,http://qudt.org/vocab/unit/N-PER-MilliM2
sound_pressure:n-per-m2,N-PER-M2,N/m²,Newtons Per Square Metre,Sound Pressure,1,None,qudt.org,http://qudt.org/vocab/unit/N-PER-M2
sound_pressure:psi,PSI,psi,PSI,Sound Pressure,6894.75789,None,qudt.org,http://qudt.org/vocab/unit/PSI
sound_pressure:picopa,PicoPA,pPa,PicoPascal,Sound Pressure,1.00E-12,None,qudt.org,http://qudt.org/vocab/unit/PicoPA
sound_pressure:lb_f-per-ft2,LB_F-PER-FT2,lbf/ft²,Pound Force per Square Foot,Sound Pressure,47.8802631,None,qudt.org,http://qudt.org/vocab/unit/LB_F-PER-FT2
sound_pressure:lb_f-per-in2,LB_F-PER-IN2,psia,Pound Force per Square Inch,Sound Pressure,6894.75789,None,qudt.org,http://qudt.org/vocab/unit/LB_F-PER-IN2
sound_pressure:pdl-per-ft2,PDL-PER-FT2,pdl/ft²,Poundal per Square Foot,Sound Pressure,1.48816443,None,qudt.org,http://qudt.org/vocab/unit/PDL-PER-FT2
sound_pressure:atm,ATM,atm,Standard Atmosphere,Sound Pressure,101325,None,qudt.org,http://qudt.org/vocab/unit/ATM
sound_pressure:atm_t,ATM_T,at,Technical Atmosphere,Sound Pressure,98066.5,None,qudt.org,http://qudt.org/vocab/unit/ATM_T
sound_pressure:torr,TORR,Torr,Torr,Sound Pressure,133.322,None,qudt.org,http://qudt.org/vocab/unit/TORR
sound_pressure:pa,PA,Pa,pascal,Sound Pressure,1,None,qudt.org,http://qudt.org/vocab/unit/PA
sound_reduction_index:decib,DeciB,dB,Decibel,Sound Reduction Index,None,None,qudt.org,http://qudt.org/vocab/unit/DeciB
sound_reduction_index:decib_m,DeciB_M,dBmW,Decibel Referred to 1mw,Sound Reduction Index,None,None,qudt.org,http://qudt.org/vocab/unit/DeciB_M
sound_reduction_index:b,B,B,bel,Sound Reduction Index,None,None,qudt.org,http://qudt.org/vocab/unit/B
sound_volume_velocity:m3-per-sec,M3-PER-SEC,m³/s,Cubic Metre per Second,Sound Volume Velocity,1,None,qudt.org,http://qudt.org/vocab/unit/M3-PER-SEC
source_voltage:v_ab,V_Ab,abV,Abvolt,Source Voltage,1.00E-08,None,qudt.org,http://qudt.org/vocab/unit/V_Ab
source_voltage:kilov,KiloV,kV,Kilovolt,Source Voltage,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloV
source_voltage:megav,MegaV,mV,Megavolt,Source Voltage,1000000,None,qudt.org,http://qudt.org/vocab/unit/MegaV
source_voltage:microv,MicroV,µV,Microvolt,Source Voltage,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MicroV
source_voltage:milliv,MilliV,mV,Millivolt,Source Voltage,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliV
source_voltage:v_stat,V_Stat,statV,Statvolt,Source Voltage,299.792458,None,qudt.org,http://qudt.org/vocab/unit/V_Stat
source_voltage:v,V,V,volt,Source Voltage,1,None,qudt.org,http://qudt.org/vocab/unit/V
source_voltage_between_substances:v_ab,V_Ab,abV,Abvolt,Source Voltage Between Substances,1.00E-08,None,qudt.org,http://qudt.org/vocab/unit/V_Ab
source_voltage_between_substances:kilov,KiloV,kV,Kilovolt,Source Voltage Between Substances,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloV
source_voltage_between_substances:megav,MegaV,mV,Megavolt,Source Voltage Between Substances,1000000,None,qudt.org,http://qudt.org/vocab/unit/MegaV
source_voltage_between_substances:microv,MicroV,µV,Microvolt,Source Voltage Between Substances,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MicroV
source_voltage_between_substances:milliv,MilliV,mV,Millivolt,Source Voltage Between Substances,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliV
source_voltage_between_substances:v_stat,V_Stat,statV,Statvolt,Source Voltage Between Substances,299.792458,None,qudt.org,http://qudt.org/vocab/unit/V_Stat
source_voltage_between_substances:v,V,V,volt,Source Voltage Between Substances,1,None,qudt.org,http://qudt.org/vocab/unit/V
spatial_summation_function:angstrom,ANGSTROM,Å,Angstrom,Spatial Summation Function,1.00E-10,None,qudt.org,http://qudt.org/vocab/unit/ANGSTROM
spatial_summation_function:btu_it-per-lb_f,BTU_IT-PER-LB_F,Btu{IT}/lbf,British Thermal Unit (international Table) Per Pound of Force,Spatial Summation Function,237.1859706,None,qudt.org,http://qudt.org/vocab/unit/BTU_IT-PER-LB_F
spatial_summation_function:centim,CentiM,cm,Centimetre,Spatial Summation Function,0.01,None,qudt.org,http://qudt.org/vocab/unit/CentiM
spatial_summation_function:decam,DecaM,dam,Decametre,Spatial Summation Function,10,None,qudt.org,http://qudt.org/vocab/unit/DecaM
spatial_summation_function:decim,DeciM,dm,Decimetre,Spatial Summation Function,0.1,None,qudt.org,http://qudt.org/vocab/unit/DeciM
spatial_summation_function:fath,FATH,fathom,Fathom,Spatial Summation Function,1.8288,None,qudt.org,http://qudt.org/vocab/unit/FATH
spatial_summation_function:femtom,FemtoM,fm,Femtometre,Spatial Summation Function,1.00E-15,None,qudt.org,http://qudt.org/vocab/unit/FemtoM
spatial_summation_function:ft,FT,ft,Foot,Spatial Summation Function,0.3048,None,qudt.org,http://qudt.org/vocab/unit/FT
spatial_summation_function:gauge_fr,GAUGE_FR,French gauge,French Gauge,Spatial Summation Function,0.0003333333,None,qudt.org,http://qudt.org/vocab/unit/GAUGE_FR
spatial_summation_function:fur,FUR,furlong,Furlong,Spatial Summation Function,201.168,None,qudt.org,http://qudt.org/vocab/unit/FUR
spatial_summation_function:hectom,HectoM,hm,Hectometre,Spatial Summation Function,100,None,qudt.org,http://qudt.org/vocab/unit/HectoM
spatial_summation_function:in,IN,in,Inch,Spatial Summation Function,0.0254,None,qudt.org,http://qudt.org/vocab/unit/IN
spatial_summation_function:mi,MI,mi,International Mile,Spatial Summation Function,1609.344,None,qudt.org,http://qudt.org/vocab/unit/MI
spatial_summation_function:kilom,KiloM,km,Kilometre,Spatial Summation Function,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloM
spatial_summation_function:ly,LY,ly,Light Year,Spatial Summation Function,9.46073E+15,None,qudt.org,http://qudt.org/vocab/unit/LY
spatial_summation_function:fur_long,FUR_Long,furlong{long},Long Furlong,Spatial Summation Function,None,None,qudt.org,http://qudt.org/vocab/unit/FUR_Long
spatial_summation_function:microin,MicroIN,µin,Microinch,Spatial Summation Function,2.54E-08,None,qudt.org,http://qudt.org/vocab/unit/MicroIN
spatial_summation_function:microm,MicroM,µm,Micrometre,Spatial Summation Function,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MicroM
spatial_summation_function:millength,MilLength,mil,Mil Length,Spatial Summation Function,2.54E-05,None,qudt.org,http://qudt.org/vocab/unit/MilLength
spatial_summation_function:mi_us,MI_US,mi{US},Mile US Statute,Spatial Summation Function,1609.347,None,qudt.org,http://qudt.org/vocab/unit/MI_US
spatial_summation_function:milliin,MilliIN,mil,Milli-inch,Spatial Summation Function,2.54E-05,None,qudt.org,http://qudt.org/vocab/unit/MilliIN
spatial_summation_function:millim,MilliM,mm,Millimetre,Spatial Summation Function,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliM
spatial_summation_function:nanom,NanoM,nM,Nanometre,Spatial Summation Function,1.00E-09,None,qudt.org,http://qudt.org/vocab/unit/NanoM
spatial_summation_function:mi_n,MI_N,nmi,Nautical Mile,Spatial Summation Function,1852,None,qudt.org,http://qudt.org/vocab/unit/MI_N
spatial_summation_function:parsec,PARSEC,pc,Parsec,Spatial Summation Function,3.09E+16,None,qudt.org,http://qudt.org/vocab/unit/PARSEC
spatial_summation_function:pca,PCA,pc,Pica,Spatial Summation Function,0.0042333,None,qudt.org,http://qudt.org/vocab/unit/PCA
spatial_summation_function:picom,PicoM,pM,Picometre,Spatial Summation Function,1.00E-12,None,qudt.org,http://qudt.org/vocab/unit/PicoM
spatial_summation_function:pt,PT,pt,Point,Spatial Summation Function,2.54E-05,None,qudt.org,http://qudt.org/vocab/unit/PT
spatial_summation_function:rod,ROD,rod,Rod,Spatial Summation Function,5.02921,None,qudt.org,http://qudt.org/vocab/unit/ROD
spatial_summation_function:ft_us,FT_US,ft{US Survey},US Survey Foot,Spatial Summation Function,0.3048006,None,qudt.org,http://qudt.org/vocab/unit/FT_US
spatial_summation_function:yd,YD,yd,Yard,Spatial Summation Function,0.9144,None,qudt.org,http://qudt.org/vocab/unit/YD
spatial_summation_function:au,AU,AU,astronomical-unit,Spatial Summation Function,149597870692,None,qudt.org,http://qudt.org/vocab/unit/AU
spatial_summation_function:ch,CH,ch,chain,Spatial Summation Function,20.1168,None,qudt.org,http://qudt.org/vocab/unit/CH
spatial_summation_function:fm,FM,fm,fermi,Spatial Summation Function,1.00E-15,None,qudt.org,http://qudt.org/vocab/unit/FM
spatial_summation_function:m,M,m,metre,Spatial Summation Function,1,None,qudt.org,http://qudt.org/vocab/unit/M
specific_acoustic_impedance:n-sec-per-m3,N-SEC-PER-M3,N⋅s/m³,Newton second per Cubic Metre,Specific Acoustic Impedance,1,None,qudt.org,http://qudt.org/vocab/unit/N-SEC-PER-M3
specific_acoustic_impedance:rayl,RAYL,rayl,Rayl,Specific Acoustic Impedance,1,None,qudt.org,http://qudt.org/vocab/unit/RAYL
specific_activity:bq-per-kilogm,BQ-PER-KiloGM,Bq/kg,Becquerel per Kilogram,Specific Activity,1,None,qudt.org,http://qudt.org/vocab/unit/BQ-PER-KiloGM
specific_activity:microbq-per-kilogm,MicroBQ-PER-KiloGM,µBq/kg,Microbecquerels per kilogram,Specific Activity,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MicroBQ-PER-KiloGM
specific_activity:millibq-per-gm,MilliBQ-PER-GM,mBq/g,Millibecquerels per gram,Specific Activity,1,None,qudt.org,http://qudt.org/vocab/unit/MilliBQ-PER-GM
specific_activity:millibq-per-kilogm,MilliBQ-PER-KiloGM,mBq/kg,Millibecquerels per kilogram,Specific Activity,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliBQ-PER-KiloGM
specific_electric_charge:millia-hr-per-gm,MilliA-HR-PER-GM,mA⋅h/g,Milliampere Hour per Gram,Specific Electric Charge,3600,0,qudt.org,http://qudt.org/vocab/unit/MilliA-HR-PER-GM
specific_electrical_current:a-per-gm,A-PER-GM,A⋅/g,Ampere per Gram,Specific Electrical Current,1000,0,qudt.org,http://qudt.org/vocab/unit/A-PER-GM
specific_energy:btu_it-per-lb,BTU_IT-PER-LB,Btu{IT}/lb,BTU-IT-PER-lb,Specific Energy,2326,None,qudt.org,http://qudt.org/vocab/unit/BTU_IT-PER-LB
specific_energy:btu_th-per-lb,BTU_TH-PER-LB,btu{th}/lb,British Thermal Unit (TH) Per Pound,Specific Energy,2324.443861,None,qudt.org,http://qudt.org/vocab/unit/BTU_TH-PER-LB
specific_energy:cal_it-per-gm,CAL_IT-PER-GM,cal{IT}/g,Calorie (international Table) Per Gram,Specific Energy,4186.8,None,qudt.org,http://qudt.org/vocab/unit/CAL_IT-PER-GM
specific_energy:cal_th-per-gm,CAL_TH-PER-GM,cal{th}/g,Calorie (thermochemical) Per Gram,Specific Energy,4184,None,qudt.org,http://qudt.org/vocab/unit/CAL_TH-PER-GM
specific_energy:erg-per-gm,ERG-PER-GM,erg/g,Erg Per Gram,Specific Energy,0.0001,None,qudt.org,http://qudt.org/vocab/unit/ERG-PER-GM
specific_energy:erg-per-g,ERG-PER-G,erg/g,Erg per Gram,Specific Energy,0.0001,None,qudt.org,http://qudt.org/vocab/unit/ERG-PER-G
specific_energy:j-per-gm,J-PER-GM,J/g,Joule Per Gram,Specific Energy,1000,None,qudt.org,http://qudt.org/vocab/unit/J-PER-GM
specific_energy:j-per-kilogm,J-PER-KiloGM,J/kg,Joule per Kilogram,Specific Energy,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-KiloGM
specific_energy:kilocal-per-gm,KiloCAL-PER-GM,kcal/g,Kilocalorie per Gram,Specific Energy,4184000,None,qudt.org,http://qudt.org/vocab/unit/KiloCAL-PER-GM
specific_energy:kiloj-per-kilogm,KiloJ-PER-KiloGM,kJ/kg,Kilojoule Per Kilogram,Specific Energy,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloJ-PER-KiloGM
specific_energy:megaj-per-kilogm,MegaJ-PER-KiloGM,MJ/kg,Megajoule Per Kilogram,Specific Energy,1000000,None,qudt.org,http://qudt.org/vocab/unit/MegaJ-PER-KiloGM
specific_energy:n-m-per-kilogm,N-M-PER-KiloGM,N⋅m/kg,Newton Metre Per Kilogram,Specific Energy,1,None,qudt.org,http://qudt.org/vocab/unit/N-M-PER-KiloGM
specific_energy:kilolb_f-ft-per-lb,KiloLB_F-FT-PER-LB,klbf⋅ft/lb,Pound Force Foot Per Pound,Specific Energy,2989.067,None,qudt.org,http://qudt.org/vocab/unit/KiloLB_F-FT-PER-LB
specific_energy_imparted:btu_it-per-lb,BTU_IT-PER-LB,Btu{IT}/lb,BTU-IT-PER-lb,Specific Energy Imparted,2326,None,qudt.org,http://qudt.org/vocab/unit/BTU_IT-PER-LB
specific_energy_imparted:btu_th-per-lb,BTU_TH-PER-LB,btu{th}/lb,British Thermal Unit (TH) Per Pound,Specific Energy Imparted,2324.443861,None,qudt.org,http://qudt.org/vocab/unit/BTU_TH-PER-LB
specific_energy_imparted:cal_it-per-gm,CAL_IT-PER-GM,cal{IT}/g,Calorie (international Table) Per Gram,Specific Energy Imparted,4186.8,None,qudt.org,http://qudt.org/vocab/unit/CAL_IT-PER-GM
specific_energy_imparted:cal_th-per-gm,CAL_TH-PER-GM,cal{th}/g,Calorie (thermochemical) Per Gram,Specific Energy Imparted,4184,None,qudt.org,http://qudt.org/vocab/unit/CAL_TH-PER-GM
specific_energy_imparted:erg-per-gm,ERG-PER-GM,erg/g,Erg Per Gram,Specific Energy Imparted,0.0001,None,qudt.org,http://qudt.org/vocab/unit/ERG-PER-GM
specific_energy_imparted:erg-per-g,ERG-PER-G,erg/g,Erg per Gram,Specific Energy Imparted,0.0001,None,qudt.org,http://qudt.org/vocab/unit/ERG-PER-G
specific_energy_imparted:j-per-gm,J-PER-GM,J/g,Joule Per Gram,Specific Energy Imparted,1000,None,qudt.org,http://qudt.org/vocab/unit/J-PER-GM
specific_energy_imparted:j-per-kilogm,J-PER-KiloGM,J/kg,Joule per Kilogram,Specific Energy Imparted,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-KiloGM
specific_energy_imparted:kilocal-per-gm,KiloCAL-PER-GM,kcal/g,Kilocalorie per Gram,Specific Energy Imparted,4184000,None,qudt.org,http://qudt.org/vocab/unit/KiloCAL-PER-GM
specific_energy_imparted:kiloj-per-kilogm,KiloJ-PER-KiloGM,kJ/kg,Kilojoule Per Kilogram,Specific Energy Imparted,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloJ-PER-KiloGM
specific_energy_imparted:megaj-per-kilogm,MegaJ-PER-KiloGM,MJ/kg,Megajoule Per Kilogram,Specific Energy Imparted,1000000,None,qudt.org,http://qudt.org/vocab/unit/MegaJ-PER-KiloGM
specific_energy_imparted:n-m-per-kilogm,N-M-PER-KiloGM,N⋅m/kg,Newton Metre Per Kilogram,Specific Energy Imparted,1,None,qudt.org,http://qudt.org/vocab/unit/N-M-PER-KiloGM
specific_energy_imparted:kilolb_f-ft-per-lb,KiloLB_F-FT-PER-LB,klbf⋅ft/lb,Pound Force Foot Per Pound,Specific Energy Imparted,2989.067,None,qudt.org,http://qudt.org/vocab/unit/KiloLB_F-FT-PER-LB
specific_enthalpy:j-per-kilogm,J-PER-KiloGM,J/kg,Joule per Kilogram,Specific Enthalpy,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-KiloGM
specific_entropy:j-per-kilogm-k,J-PER-KiloGM-K,J/(kg⋅K),Joule per Kilogram Kelvin,Specific Entropy,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-KiloGM-K
specific_entropy:kiloj-per-kilogm-k,KiloJ-PER-KiloGM-K,kJ/(kg⋅K),Kilojoule Per Kilogram Kelvin,Specific Entropy,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloJ-PER-KiloGM-K
specific_gibbs_energy:j-per-kilogm,J-PER-KiloGM,J/kg,Joule per Kilogram,Specific Gibbs Energy,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-KiloGM
specific_heat_capacity:btu_it-per-lb-deg_f,BTU_IT-PER-LB-DEG_F,Btu{IT}/(lb⋅°F),BTU per Pound Degree Fahrenheit,Specific Heat Capacity,None,None,qudt.org,http://qudt.org/vocab/unit/BTU_IT-PER-LB-DEG_F
specific_heat_capacity:btu_it-per-lb-deg_r,BTU_IT-PER-LB-DEG_R,Btu{IT}/(lb⋅°R),BTU per Pound Degree Rankine,Specific Heat Capacity,None,None,qudt.org,http://qudt.org/vocab/unit/BTU_IT-PER-LB-DEG_R
specific_heat_capacity:btu_it-per-lb_f-deg_f,BTU_IT-PER-LB_F-DEG_F,Btu{IT}/(lbf⋅°F),British Thermal Unit (international Table) Per Pound Degree Fahrenheit,Specific Heat Capacity,4186.8,None,qudt.org,http://qudt.org/vocab/unit/BTU_IT-PER-LB_F-DEG_F
specific_heat_capacity:btu_it-per-lb_f-deg_r,BTU_IT-PER-LB_F-DEG_R,Btu{IT}/(lbf⋅°R),British Thermal Unit (international Table) Per Pound Degree Rankine,Specific Heat Capacity,426.9,None,qudt.org,http://qudt.org/vocab/unit/BTU_IT-PER-LB_F-DEG_R
specific_heat_capacity:btu_th-per-lb-deg_f,BTU_TH-PER-LB-DEG_F,Btu{th}/(lb⋅°F),British Thermal Unit (thermochemical) Per Pound Degree Fahrenheit,Specific Heat Capacity,426.654,None,qudt.org,http://qudt.org/vocab/unit/BTU_TH-PER-LB-DEG_F
specific_heat_capacity:cal_it-per-gm-deg_c,CAL_IT-PER-GM-DEG_C,cal{IT}/(g⋅°C),Calorie (international Table) Per Gram Degree Celsius,Specific Heat Capacity,4186.8,None,qudt.org,http://qudt.org/vocab/unit/CAL_IT-PER-GM-DEG_C
