externalId,symbol,longName,quantity,multiplier,offset,source,sourceReference
energy_per_volume:kilojoule_per_cubic_metre,kJ/m3,kilojoule per cubic metre,energy per volume,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
energy_per_volume:kilowatt_hour_per_cubic_decimetre,kW.h/dm3,kilowatt hour per cubic decimetre,energy per volume,3600000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
energy_per_volume:kilowatt_hour_per_cubic_metre,kW.h/m3,kilowatt hour per cubic metre,energy per volume,3600000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
energy_per_volume:megajoule_per_cubic_metre,MJ/m3,megajoule per cubic metre,energy per volume,1000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
energy_per_volume:megawatt_hour_per_cubic_metre,MW.h/m3,megawatt hour per cubic metre,energy per volume,3600000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
energy_per_volume:thousand_calorie_per_cubic_centimetre,kcal[th]/cm3,thousand calorie per cubic centimetre,energy per volume,4184000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
energy_per_volume:thousand_calorie_per_cubic_metre,kcal[th]/m3,thousand calorie per cubic metre,energy per volume,4184,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:uk_ton-force,tonf[UK],UK ton-force,force,9964.016418,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:us_ton-force,tonf[US],US ton-force,force,8896.443231,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:centinewton,cN,centinewton,force,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:decinewton,dN,decinewton,force,0.1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:dekanewton,daN,dekanewton,force,10,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:dyne,dyne,dyne,force,1.00E-05,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:exanewton,EN,exanewton,force,1.00E+18,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:femtonewton,fN,femtonewton,force,1.00E-15,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:giganewton,GN,giganewton,force,1000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:gram-force,gf,gram-force,force,0.00980665,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:hectonewton,hN,hectonewton,force,100,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:kilodyne,kdyne,kilodyne,force,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:kilonewton,kN,kilonewton,force,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:meganewton,MN,meganewton,force,1000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:micronewton,uN,micronewton,force,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:millinewton,mN,millinewton,force,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:million_gram-force,Mgf,million gram-force,force,9806.65,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:nanonewton,nN,nanonewton,force,1.00E-09,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:newton,N,newton,force,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:ounce-force,ozf,ounce-force,force,0.278013851,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:piconewton,pN,piconewton,force,1.00E-12,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:pound-force,lbf,pound-force,force,4.448221615,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:poundal,pdl,poundal,force,0.1382549544,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:ten_kilonewton,10 kN,ten kilonewton,force,10000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:teranewton,TN,teranewton,force,1000000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:thousand_gram-force,kgf,thousand gram-force,force,9.80665,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force:thousand_pound-force,klbf,thousand pound-force,force,4448.221615,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_area:uk_ton-force_square_foot,tonf[UK].ft2,UK ton-force square foot,force area,925.6874159,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_area:us_ton-force_square_foot,tonf[US].ft2,US ton-force square foot,force area,826.5066213,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_area:dyne_square_centimetre,dyne.cm2,dyne square centimetre,force area,1.00E-09,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_area:kilonewton_square_metre,kN.m2,kilonewton square metre,force area,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_area:millinewton_square_metre,mN.m2,millinewton square metre,force area,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_area:newton_square_metre,N.m2,newton square metre,force area,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_area:pound-force_square_inch,lbf.in2,pound-force square inch,force area,0.002869814657,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_area:poundal_square_centimetre,pdl.cm2,poundal square centimetre,force area,1.38E-05,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_area:thousand_gram-force_square_metre,kgf.m2,thousand gram-force square metre,force area,9.80665,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_length_per_length:us_ton-force_mile_per_foot,tonf[US].mi/ft,US ton-force mile per foot,force length per length,46973220.26,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_length_per_length:foot_pound-force_per_inch,lbf.ft/in,foot pound-force per inch,force length per length,53.37865938,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_length_per_length:newton_metre_per_metre,N.m/m,newton metre per metre,force length per length,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_length_per_length:pound-force_inch_per_inch,lbf.in/in,pound-force inch per inch,force length per length,4.448221615,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_length_per_length:thousand_gram-force_metre_per_metre,kgf.m/m,thousand gram-force metre per metre,force length per length,9.80665,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_force:euclid,Euc,euclid,force per force,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_force:newton_per_newton,N/N,newton per newton,force per force,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_force:percent,%,percent,force per force,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_force:pound-force_per_pound-force,lbf/lbf,pound-force per pound-force,force per force,1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_force:thousand_gram-force_per_kilogram-force,kgf/kgf,thousand gram-force per kilogram-force,force per force,1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_length:uk_ton-force_per_foot,tonf[UK]/ft,UK ton-force per foot,force per length,32690.34258,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_length:us_ton-force_per_foot,tonf[US]/ft,US ton-force per foot,force per length,29187.80587,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_length:dyne_per_centimetre,dyne/cm,dyne per centimetre,force per length,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_length:kilonewton_per_metre,kN/m,kilonewton per metre,force per length,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_length:millinewton_per_kilometre,mN/km,millinewton per kilometre,force per length,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_length:millinewton_per_metre,mN/m,millinewton per metre,force per length,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_length:newton_per_metre,N/m,newton per metre,force per length,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_length:newton_per_thirty_metre,1/30 N/m,newton per thirty metre,force per length,0.03333333333,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_length:pound-force_per_foot,lbf/ft,pound-force per foot,force per length,14.59390294,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_length:pound-force_per_hundred_foot,0.01 lbf/ft,pound-force per hundred foot,force per length,0.1459390294,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_length:pound-force_per_inch,lbf/in,pound-force per inch,force per length,175.1268352,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_length:pound-force_per_thirty_metre,1/30 lbf/m,pound-force per thirty metre,force per length,0.1482740538,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_length:poundal_per_centimetre,pdl/cm,poundal per centimetre,force per length,13.82549544,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_length:thousand_gram-force_per_centimetre,kgf/cm,thousand gram-force per centimetre,force per length,980.665,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_volume:bar_per_kilometre,bar/km,bar per kilometre,force per volume,100,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_volume:bar_per_metre,bar/m,bar per metre,force per volume,100000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_volume:gigapascal_per_centimetre,GPa/cm,gigapascal per centimetre,force per volume,100000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_volume:kilopascal_per_hectometre,kPa/hm,kilopascal per hectometre,force per volume,10,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_volume:kilopascal_per_metre,kPa/m,kilopascal per metre,force per volume,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_volume:megapascal_per_metre,MPa/m,megapascal per metre,force per volume,1000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_volume:newton_per_cubic_metre,N/m3,newton per cubic metre,force per volume,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_volume:pascal_per_metre,Pa/m,pascal per metre,force per volume,1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_volume:pound-force_per_us_gallon,lbf/gal[US],pound-force per US gallon,force per volume,1175.095833,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_volume:pound-force_per_cubic_foot,lbf/ft3,pound-force per cubic foot,force per volume,157.0874638,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_volume:psi_per_foot,psi/ft,psi per foot,force per volume,22620.59479,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_volume:psi_per_hundred_foot,0.01 psi/ft,psi per hundred foot,force per volume,226.2059479,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
force_per_volume:psi_per_metre,psi/m,psi per metre,force per volume,6894.757293,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
